Water_Name,Water_Body,County,Countycode,ST_Provinc,Location,ID,lat,lon,CRB,Lat_ra,Long_ra,mean_ca_mg_2009,mean_pH_2009,roe_2009,roe_f_2009,ramcharan09,state_ass09,roi_1_2009,roi_2_2009,Roe_rank_2009,roi_3_2009,Roi_rank_2009,Rank_sumAll_2009,Rank_sum_2009,Trips2008,Trips2010,Mn_trips_08_10,DayUsedays08,DayUsedays10,Mn_dayuse_08_10,Size_Acres,No_boats_2012,No_Tourns_2012,No_Tourns_2006_08,No_boats_2006_08,Dayuse_100thm,No_ramps,CaMax_ISDA2011,ISDA2011_Rank,Elevation_ft,Motors,Fishing,Marinas,Cold,Warm,Reports,USERS,MT_Stream_Name,Length_Miles,Drainage,Region,Boat,Total_Pressure,TotPressure_Error,Total_Trips,Resident_Pressure,Res_Pressure_error,Res_Trips,Nonresident_Pressure,Nonres_Presssure_Error,NonRes_Trips,State_Rank,Regional_Rank
Webb Creek,Soldiers Meadow Reservoir,Nez Perce,Nez,ID,Solider Meadows Reservoir,Soldiers Meadow Reservoir_Nez _ID,46.164565,-116.737108,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Sophie Lake,Sophie Lake,Lincoln,Linc,MT,Sophie Lake,Sophie Lake_Linc_MT,48.955505,-115.126397,1,48.95629,-115.12659,22,.,Medium,flag,.,.,Low,Low,5,Low,3,8,8,.,.,.,.,.,.,221.2,.,.,.,.,.,.,.,.,2516,.,.,.,.,.,.,.,Sophie Lake,.,Upper Kootenai,1,1,1623,678,44,1359,655,40,264,175,4,229,52
South Fork Snake River,South Fork Snake River,Bonneville,Bonn,ID,Conant Valley,South Fork Snake River_Bonn_ID,43.44988,-111.39873,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
South Fork Snake River,South Fork Snake River,Bonneville,Bonn,ID,Dam Access,South Fork Snake River_Bonn_ID,43.337231,-111.202948,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
South Fork Snake River,South Fork Snake River,Bonneville,Bonn,ID,Palisades Creek,South Fork Snake River_Bonn_ID,43.374329,-111.247258,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
South Fork Snake River,South Fork Snake River,Bonneville,Bonn,ID,Wolf Flat,South Fork Snake River_Bonn_ID,43.485807,-111.419948,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
South Fork Snake River,South Fork Snake River,Jefferson,Jeff,ID,Blacktail Park,South Fork Snake River_Jeff_ID,43.649763,-111.706905,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
South Fork Snake River,South Fork Snake River,Jefferson,Jeff,ID,Byington Park,South Fork Snake River_Jeff_ID,43.623198,-111.665325,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
South Fork Snake River,South Fork Snake River,Jefferson,Jeff,ID,Twin Bridges,South Fork Snake River_Jeff_ID,43.675869,-111.77418,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
South Santiam River,South Santiam River,Linn,Linn,OR,Andrew Wiley Park,South Santiam River_Linn_OR,44.41393,-122.67511,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
South Santiam River,South Santiam River,Linn,Linn,OR,Gill's Landing,South Santiam River_Linn_OR,44.537617,-122.888733,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
South Santiam River,South Santiam River,Linn,Linn,OR,North Side Lebanon Dam,South Santiam River_Linn_OR,44.516075,-122.862533,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
South Santiam River,South Santiam River,Linn,Linn,OR,Santiam Marine Park,South Santiam River_Linn_OR,44.40046,-122.73747,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
South Santiam River,South Santiam River,Linn,Linn,OR,Waterloo Park,South Santiam River_Linn_OR,44.4911,-122.81797,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
South Skookum Lake,South Skookum Lake,Pend Oreille,Pend,WA,South Skookum Campground,South Skookum Lake_Pend_WA,48.392689,-117.184119,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
South Teal Lake,South Teal Lake,Grant,Gran,WA,South Teal Lake,South Teal Lake_Gran_WA,46.915147,-119.204753,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
South Twin Lake,South Twin Lake,Deschutes,Desc,OR,South Twin Lake Campground,South Twin Lake_Desc_OR,43.714722,-121.770944,1,43.710278,-121.763889,6.7,8.3,Very Low,flag,Absence,Medium3,Very Low,.,1,Very Low,1,2,2,123,540,331.5,123,546,334.5,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
South Twin Lake,South Twin Lake,Ferry,Ferr,WA,.,South Twin Lake_Ferr_WA,48.264939,-118.372149,1,48.266255,-118.385516,13,7.45,Low,flag,Absence,Medium3,.,.,3,.,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Spar Lake,Spar Lake,Lincoln,Linc,MT,.,Spar Lake_Linc_MT,48.269209,-115.953093,1,48.2635733,-115.9459628,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,383,.,.,.,.,.,.,.,.,3297,.,.,.,.,.,.,.,Spar Lake,.,Upper Kootenai,1,1,628,235,13,246,148,5,382,182,8,377,93
Sparks Lake,Sparks Lake,Deschutes,Desc,OR,Sparks Lake,Sparks Lake_Desc_OR,44.014033,-121.738367,1,43.999167,-121.740833,1.4,7.01,Very Low,.,Absence,.,.,.,1,.,0,1,.,.,.,.,.,.,.,779,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Spearfish Lake,Spearfish Lake,Klickitat,Klic,WA,Spearfish Park,Spearfish Lake_Klic_WA,45.625119,-121.129528,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Spectacle Lake,Spectacle Lake,Okanogan,Okan,WA,Rainbow Resort,Spectacle Lake_Okan_WA,48.808481,-119.557583,1,48.808118,-119.551732,37.8,8.75,High,.,Presence,High3,.,.,10,.,0,10,.,.,.,.,.,.,.,314,.,.,.,.,.,3,.,.,1376,1,1,1,1,1,4,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Spectacle Lake,Spectacle Lake,Okanogan,Okan,WA,Spectacle Falls Resort,Spectacle Lake_Okan_WA,48.81515,-119.577586,1,48.808118,-119.551732,37.8,8.75,High,.,Presence,High3,.,.,10,.,0,10,.,.,.,.,.,.,.,314,.,.,.,.,.,3,.,.,1376,1,1,1,1,1,4,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Spectacle Lake,Spectacle Lake,Okanogan,Okan,WA,Spectacle Lake #2,Spectacle Lake_Okan_WA,48.809625,-119.546244,1,48.808118,-119.551732,37.8,8.75,High,.,Presence,High3,.,.,10,.,0,10,.,.,.,.,.,.,.,314,.,.,.,.,.,3,.,.,1376,1,1,1,1,1,4,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Spectacle Lake,Spectacle Lake,Okanogan,Okan,WA,Spectacle Lake Resort,Spectacle Lake_Okan_WA,48.818203,-119.535361,1,48.808118,-119.551732,37.8,8.75,High,.,Presence,High3,.,.,10,.,0,10,.,.,.,.,.,.,.,314,.,.,.,.,.,3,.,.,1376,1,1,1,1,1,4,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Spirit Lake,Spirit Lake,Kootenai,Koot,ID,Bronze Bay,Spirit Lake_Koot_ID,47.942341,-116.932189,1,47.94255,-116.8709,1.9,6.5,Very Low,.,Absence,.,Medium,Low,1,Medium,5,6,6,.,.,.,.,.,.,1300,25,4,6,76,2,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Spirit Lake,Spirit Lake,Kootenai,Koot,ID,Maiden Rock,Spirit Lake_Koot_ID,47.942254,-116.862315,1,47.94255,-116.8709,1.9,6.5,Very Low,.,Absence,.,Medium,Low,1,Medium,5,6,6,.,.,.,.,.,.,1300,25,4,6,76,2,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Spirit Lake,Spirit Lake,Kootenai,Koot,ID,Sportsmans Access,Spirit Lake_Koot_ID,47.959478,-116.873381,1,47.94255,-116.8709,1.9,6.5,Very Low,.,Absence,.,Medium,Low,1,Medium,5,6,6,.,.,.,.,.,.,1300,25,4,6,76,2,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Spokane River,Spokane River,Spokane,Spok,WA,Plantes Ferry Park,Spokane River_Spok_WA,47.698522,-117.244947,1,47.6611,-117.455,35.3,8.43,High,.,Presence,High3,.,.,10,.,0,10,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,1283,1,1,0,1,1,13,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Spokane River,Spokane River,Kootenai,Koot,ID,Greensferry Bay,Spokane River__ID,47.692153,-116.919232,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Spokane River,Spokane River,Kootenai,Koot,ID,Post Falls Park,Spokane River__ID,47.703614,-116.953237,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Sprague Lake,Sprague Lake,"Adams, Lincoln",Adam,WA,Four Seasons Campground,Sprague Lake_Adam_WA,47.254592,-118.086083,1,47.254235,-118.069737,31.8,8.68,High,.,Presence,High3,.,.,10,.,0,10,.,.,.,.,.,.,.,1760,.,.,.,.,.,2,.,.,1883,0,1,1,1,1,56,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Sprague Lake,Sprague Lake,Adams,Adam,WA,Sprague Lake,Sprague Lake_Adam_WA,47.24515,-118.078583,1,47.254235,-118.069737,31.8,8.68,High,.,Presence,High3,.,.,10,.,0,10,.,.,.,.,.,.,.,1760,.,.,.,.,.,2,.,.,1883,0,1,1,1,1,56,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Sprague Lake,Sprague Lake,Lincoln,Linc,WA,Sprague Lake (Lincoln Co.),Sprague Lake_Adam_WA,47.2807,-118.026081,1,47.254235,-118.069737,31.8,8.68,High,.,Presence,High3,.,.,10,.,0,10,.,.,.,.,.,.,.,1760,.,.,.,.,.,2,.,.,1883,0,1,1,1,1,56,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Sprague Lake,Sprague Lake,Lincoln,Linc,WA,Sprague Lake Resort,Sprague Lake_Adam_WA,47.288478,-118.022192,1,47.254235,-118.069737,31.8,8.68,High,.,Presence,High3,.,.,10,.,0,10,.,.,.,.,.,.,.,1760,.,.,.,.,.,2,.,.,1883,0,1,1,1,1,56,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Bergs Creek,Spring Valley Reservoir,Latah,Lata,ID,Spring Valley Reservoir,Spring Valley Reservoir_Lata_ID,46.78608,-116.755196,1,46.78443,-116.75634,.,.,.,.,.,.,Very Low,Low,0,Low,3,3,.,.,.,.,.,.,.,47,.,.,2,35,.,1,.,Medium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Springfield Lake,Springfield Lake,Bingham,Bing,ID,Springfield Lake,Springfield Lake_Bing_ID,43.079249,-112.684545,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
St. Joe River,St. Joe River,Benewah,Bene,ID,Aqua Park,St. Joe River_Bene_ID,47.319579,-116.566247,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
St. Joe River,St. Joe River,Benewah,Bene,ID,First Street,St. Joe River_Bene_ID,47.316309,-116.560523,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
St. Joe River,St. Joe River,Benewah,Bene,ID,Shadowy St. Joe Campground,St. Joe River_Bene_ID,47.323339,-116.392876,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
St. Joe River,St. Joe River,Shoshone,Shos,ID,.,St. Joe River_ID,47.2747,-116.1881,1,47.2747,-116.1881,6.4,7.19,Very Low,.,Absence,Medium3,.,.,1,.,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
St. Maries River,St. Maries River,Benewah,Bene,ID,St Maries River,St. Maries River_Bene_ID,47.283327,-116.551027,1,47.1764,-116.4917,4.3,7.27,Very Low,.,Absence,.,.,.,1,.,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Stan Coffin Lake,Stan Coffin Lake,Grant,Gran,WA,.,Stan Coffin Lake_Gran_WA,47.149259,-119.919322,1,47.149035,-119.919083,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53,.,.,.,.,.,1,.,.,1174,1,1,0,0,1,7,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Stanley Lake,Stanley Lake,Custer,Cust,ID,Stanley Lake,Stanley Lake_Cust_ID,44.247692,-115.052468,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Starvation Lake,Starvation Lake,Stevens,Stev,WA,Starvation Lake,Starvation Lake_Stev_WA,48.492964,-117.710542,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Sturgeon Lake,Sturgeon Lake,Columbia,Colu,OR,Sturgeon Lake West Hand Launch,Sturgeon Lake_Colu_OR,45.736361,-122.838667,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Sturgeon Lake,Sturgeon Lake,Multnomah,Mult,OR,Sturgeon Lake Access,Sturgeon Lake_Mult_OR,45.70812,-122.81161,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Sublett Creek,Sublett Reservoir,Cassia,Cass,ID,Sublett Reservoir,Sublett Reservoir_Cass_ID,42.323884,-113.045532,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Sugarloaf Lake,Sugarloaf Lake,Okanogan,Okan,WA,Sugarloaf Campground,Sugarloaf Lake_Okan_WA,48.593767,-119.698692,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Sulfur Creek,Sulfur Creek,Yakima,Yaki,WA,Sulfur Creek (WDFW),Sulfur Creek_Yaki_WA,46.242906,-120.021167,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Sullivan Lake,Sullivan Lake,Pend Oreille,Pend,WA,East Sullivan Lake Campgrond,Sullivan Lake_Pend_WA,48.838803,-117.2822,1,48.807754,-117.293256,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1283,.,.,.,.,.,2,.,.,2592,1,1,0,1,0,4,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Sullivan Lake,Sullivan Lake,Pend Oreille,Pend,WA,Noisy Creek Campground,Sullivan Lake_Pend_WA,48.789911,-117.285811,1,48.807754,-117.293256,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1283,.,.,.,.,.,2,.,.,2592,1,1,0,1,0,4,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Summit Lake,Summit Lake,Stevens,Stev,WA,Summit Lake (Stevens Co.),Summit Lake_Stev_WA,48.957131,-118.127794,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Susan Lake,Susan Lake,Grant,Gran,WA,Susan Lake,Susan Lake_Gran_WA,46.957781,-119.200525,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Suttle Lake,Suttle Lake,Deschutes/Jefferson,Desc,OR,Blue Bay Campground,Suttle Lake_Desc_OR,44.421433,-121.731283,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Suttle Lake,Suttle Lake,Deschutes/Jefferson,Desc,OR,Link Creek Campgound,Suttle Lake_Desc_OR,44.4171,-121.754367,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Suttle Lake,Suttle Lake,Deschutes/Jefferson,Desc,OR,South Shore Campground,Suttle Lake_Desc_OR,44.41888,-121.75562,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Suttle Lake,Suttle Lake,Deschutes/Jefferson,Desc,OR,Suttle Lake Water Ski Area,Suttle Lake_Desc_OR,44.41888,-121.7556,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Suttle Lake,Suttle Lake,Deschutes/Jefferson,Desc,OR,.,Suttle Lake_Desc_OR,44.19947,-121.739285,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Swan Falls Reservoir,Ada,Ada,ID,.,Swan Falls Reservoir,43.24358,-116.37877,1,43.24358,-116.37877,.,.,.,.,.,.,Medium,Low,0,Medium,5,5,.,.,.,.,.,.,.,.,17,2,8,78,.,1,36,High,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Swan Island Lagoon,Swan Island Lagoon,Multnomah,Mult,OR,Swan Island Ramp,Swan Island Lagoon_Mult_OR,45.56246,-122.7061,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Swan Lake,Swan Lake,Lake,Lake,MT,.,Swan Lake_Lake_MT,47.93504,-113.85399,1,47.93504,-113.85399,22,.,Medium,flag,.,High3,Medium,Medium,5,Medium,5,10,10,.,.,.,.,.,.,3269.1,.,.,.,.,.,.,.,.,3071,.,.,.,.,.,.,.,Swan Lake,.,Swan,1,1,5720,1407,112,4524,1273,89,1196,600,23,102,18
Swan River,Swan River Drainage,Lake,Lake,MT,.,Swan River Drainage_Lake_MT,47.98884,-113.927138,1,47.9996727,-113.9489931,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2890,.,.,.,.,.,.,.,Swan River Drainage,55.7,Swan,1,.,94,94,2,0,0,0,94,94,2,999,247
Lewis River,Swift Reservoir,Skamania,Skam,WA,Swift Forest Camp,Swift Reservoir_Skam_WA,46.051778,-122.045103,1,46.05076,-122.07763,3.9,7.39,Very Low,flag,Absence,.,Very Low,.,1,Very Low,1,2,2,.,.,.,.,.,.,4585,.,.,.,.,.,1,.,.,1012,1,1,1,1,0,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Swofford Pond,Swofford Pond,Lewis,Lewi,WA,Swofford Pond,Swofford Pond_Lewi_WA,46.502053,-122.393456,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Tally Lake,Tally Lake,Flathead,Flat,MT,.,Tally_Lake_Flat_MT,48.411853,-114.58236,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Tamarack Creek,Tamarack Creek,Missoula,Miss,MT,Tamarack Creek,Tamarack Creek_Miss_MT,46.671662,-113.671864,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Teton River,Teton River,Teton,Teto,ID,Bates Bridge,Teton River_Teto_ID,43.723801,-111.186822,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Teton River,Teton River,Teton,Teto,ID,Cache Bridge,Teton River_Teto_ID,43.783479,-111.207819,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Teton River,Teton River,Teton,Teto,ID,Fox Creek,Teton River_Teto_ID,43.650525,-111.167528,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Teton River,Teton River,Teton,Teto,ID,Nickerson Bridge,Teton River_Teto_ID,43.696044,-111.16483,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Tetrault Lake,Tetrault Lake,Lincoln,Linc,MT,Tetrault Lake,Tetrault Lake_Linc_MT,48.948313,-115.108303,1,48.94652,-115.11406,.,.,.,.,.,.,Low,Low,0,Low,3,3,.,.,.,.,.,.,.,96.1,.,.,.,.,.,.,.,.,2513,.,.,.,.,.,.,.,Tetrault Lake,.,Upper Kootenai,1,1,960,334,21,824,319,18,136,97,3,290,73
Powder River,Thief Valley Reservoir,"Baker, Union",Bake,OR,Thief Valley,Thief Valley Reservoir_Unio_OR,45.025833,-117.789433,1,45.0125,-117.779167,15.6,7.31,Medium,.,Absence,High3,Low,.,5,Low,3,8,8,1073,2688,1880.5,1060,2803,1931.5,613,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Thompson Chain-of-Lakes,Thompson Chain-of-Lakes,Lincoln,Linc,MT,Thompson Chain-of-Lakes,Thompson Chain-of-Lakes_Linc_MT,48.043078,-115.095189,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
